,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Boston Bruins,1971-72,78,54,13,11,,119,0,.763,330,204,0,4.23,2.62,--,--,33.8,29.1,--
1,2,New York Rangers,1971-72,78,48,17,13,,109,0,.699,317,192,0,4.06,2.46,--,--,36.0,25.9,--
2,3,Montréal Canadiens,1971-72,78,46,16,16,,108,0,.692,307,205,0,3.94,2.63,--,--,33.6,32.1,--
3,4,Chicago Blackhawks,1971-72,78,46,17,15,,107,0,.686,256,166,0,3.28,2.13,--,--,29.3,27.2,--
4,5,Minnesota North Stars,1971-72,78,37,29,12,,86,0,.551,212,191,0,2.72,2.45,--,--,31.0,32.3,--
5,6,Toronto Maple Leafs,1971-72,78,33,31,14,,80,0,.513,209,208,0,2.68,2.67,--,--,32.3,30.8,--
6,7,Detroit Red Wings,1971-72,78,33,35,10,,76,0,.487,261,262,0,3.35,3.36,--,--,31.0,30.3,--
7,8,St. Louis Blues,1971-72,78,28,39,11,,67,0,.429,208,247,0,2.67,3.17,--,--,32.7,30.1,--
8,9,Pittsburgh Penguins,1971-72,78,26,38,14,,66,0,.423,220,258,0,2.82,3.31,--,--,31.3,29.4,--
9,10,Philadelphia Flyers,1971-72,78,26,38,14,,66,0,.423,200,236,0,2.56,3.03,--,--,30.3,33.6,--
10,11,California Golden Seals,1971-72,78,21,39,18,,60,0,.385,216,288,0,2.77,3.69,--,--,28.1,30.8,--
11,12,Buffalo Sabres,1971-72,78,16,43,19,,51,0,.327,203,289,0,2.60,3.71,--,--,27.2,35.9,--
12,13,Los Angeles Kings,1971-72,78,20,49,9,,49,0,.314,206,305,0,2.64,3.91,--,--,27.9,35.0,--
13,14,Vancouver Canucks,1971-72,78,20,50,8,,48,0,.308,203,297,0,2.60,3.81,--,--,29.4,31.4,--
