,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Detroit Red Wings,2003-04,82,48,21,11,2,109,0,.665,255,189,0,3.11,2.30,20.1,86.8,30.3,26.2,52.5
1,2,Tampa Bay Lightning,2003-04,82,46,22,8,6,106,0,.646,245,192,0,2.99,2.34,16.2,84.9,30.0,25.4,50.0
2,3,San Jose Sharks,2003-04,82,43,21,12,6,104,0,.634,219,183,0,2.67,2.23,16.6,85.3,28.0,28.9,48.4
3,4,Boston Bruins,2003-04,82,41,19,15,7,104,0,.634,209,188,0,2.55,2.29,16.0,83.6,30.5,27.8,52.1
4,5,Toronto Maple Leafs,2003-04,82,45,24,10,3,103,0,.628,242,204,0,2.95,2.49,20.1,83.4,27.5,26.4,52.1
5,6,Ottawa Senators,2003-04,82,43,23,10,6,102,0,.622,262,189,0,3.20,2.30,21.6,83.6,29.5,24.9,47.0
6,7,Vancouver Canucks,2003-04,82,43,24,10,5,101,0,.616,235,194,0,2.87,2.37,15.0,86.0,29.0,26.6,51.2
7,8,Philadelphia Flyers,2003-04,82,40,21,15,6,101,0,.616,229,186,0,2.79,2.27,20.7,83.3,29.4,25.5,50.3
8,9,New Jersey Devils,2003-04,82,43,25,12,2,100,0,.610,213,164,0,2.60,2.00,16.3,85.3,29.7,24.4,49.2
9,10,Colorado Avalanche,2003-04,82,40,22,13,7,100,0,.610,236,198,0,2.88,2.41,20.4,83.8,29.4,28.4,50.0
10,11,Dallas Stars,2003-04,82,41,26,13,2,97,0,.591,194,175,0,2.37,2.13,15.8,85.9,26.8,23.2,51.4
11,12,Calgary Flames,2003-04,82,42,30,7,3,94,0,.573,200,176,0,2.44,2.15,15.1,84.7,27.4,25.5,50.7
12,13,Montréal Canadiens,2003-04,82,41,30,7,4,93,0,.567,208,192,0,2.54,2.34,17.2,82.5,27.7,28.6,51.6
13,14,St. Louis Blues,2003-04,82,39,30,11,2,91,0,.555,191,198,0,2.33,2.41,17.9,84.5,27.1,25.6,49.9
14,15,Nashville Predators,2003-04,82,38,29,11,4,91,0,.555,216,217,0,2.63,2.65,16.9,81.8,27.2,28.5,48.9
15,16,New York Islanders,2003-04,82,38,29,11,4,91,0,.555,237,210,0,2.89,2.56,16.7,85.5,28.5,27.4,49.3
16,17,Edmonton Oilers,2003-04,82,36,29,12,5,89,0,.543,221,208,0,2.70,2.54,13.0,81.1,28.4,26.5,50.9
17,18,Buffalo Sabres,2003-04,82,37,34,7,4,85,0,.518,220,221,0,2.68,2.70,15.8,84.8,28.1,28.5,50.2
18,19,Minnesota Wild,2003-04,82,30,29,20,3,83,0,.506,188,183,0,2.29,2.23,13.6,84.5,24.2,29.1,46.7
19,20,Los Angeles Kings,2003-04,82,28,29,16,9,81,0,.494,205,217,0,2.50,2.65,14.0,80.7,28.6,27.0,51.1
20,21,Atlanta Thrashers,2003-04,82,33,37,8,4,78,0,.476,214,243,0,2.61,2.96,14.7,85.2,26.1,29.4,46.7
21,22,Anaheim Ducks,2003-04,82,29,35,10,8,76,0,.463,184,213,0,2.24,2.60,18.1,84.7,29.7,29.8,55.3
22,23,Carolina Hurricanes,2003-04,82,28,34,14,6,76,0,.463,172,209,0,2.10,2.55,10.7,81.6,29.2,26.2,54.9
23,24,Florida Panthers,2003-04,82,28,35,15,4,75,0,.457,188,221,0,2.29,2.70,16.8,86.4,27.7,34.5,46.1
24,25,New York Rangers,2003-04,82,27,40,7,8,69,0,.421,206,250,0,2.51,3.05,14.3,79.4,29.5,29.2,51.3
25,26,Phoenix Coyotes,2003-04,82,22,36,18,6,68,0,.415,188,245,0,2.29,2.99,14.2,82.2,26.5,30.6,48.9
26,27,Columbus Blue Jackets,2003-04,82,25,45,8,4,62,0,.378,177,238,0,2.16,2.90,14.5,85.2,27.8,32.0,47.8
27,28,Washington Capitals,2003-04,82,23,46,10,3,59,0,.360,186,253,0,2.27,3.09,19.2,81.3,23.7,31.5,49.0
28,29,Chicago Blackhawks,2003-04,82,20,43,11,8,59,0,.360,188,259,0,2.29,3.16,15.8,83.5,29.3,30.7,49.4
29,30,Pittsburgh Penguins,2003-04,82,23,47,8,4,58,0,.354,190,303,0,2.32,3.70,18.1,77.2,24.7,33.2,47.2
