,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,San Jose Sharks,2008-09,82,53,18,0,11,117,47,.713,251,199,6,3.06,2.43,24.2,83.3,33.2,27.2,53.8
1,2,Boston Bruins,2008-09,82,53,19,0,10,116,49,.707,270,190,4,3.29,2.32,23.6,82.3,30.3,30.8,51.0
2,3,Detroit Red Wings,2008-09,82,51,21,0,10,112,45,.683,289,240,6,3.52,2.93,25.5,78.3,36.2,27.7,55.1
3,4,Washington Capitals,2008-09,82,50,24,0,8,108,46,.659,268,240,4,3.27,2.93,25.2,80.6,33.5,29.5,51.7
4,5,New Jersey Devils,2008-09,82,51,27,0,4,106,45,.646,238,207,6,2.90,2.52,18.9,79.9,32.9,29.5,51.3
5,6,Chicago Blackhawks,2008-09,82,46,24,0,12,104,42,.634,260,209,4,3.17,2.55,19.3,80.6,32.7,28.6,48.1
6,7,Vancouver Canucks,2008-09,82,45,27,0,10,100,42,.610,243,213,3,2.96,2.60,18.8,81.4,28.5,29.2,51.9
7,8,Pittsburgh Penguins,2008-09,82,45,28,0,9,99,39,.604,258,233,6,3.15,2.84,17.2,82.7,29.0,30.3,49.1
8,9,Philadelphia Flyers,2008-09,82,44,27,0,11,99,40,.604,260,232,4,3.17,2.83,22.5,83.0,29.8,32.5,48.3
9,10,Calgary Flames,2008-09,82,46,30,0,6,98,43,.598,251,246,3,3.06,3.00,17.0,83.4,32.2,29.8,51.3
10,11,Carolina Hurricanes,2008-09,82,45,30,0,7,97,42,.591,236,221,3,2.88,2.70,18.7,80.4,32.6,29.5,51.3
11,12,New York Rangers,2008-09,82,43,30,0,9,95,33,.579,200,212,10,2.44,2.59,13.9,87.8,32.4,29.7,50.8
12,13,Florida Panthers,2008-09,82,41,30,0,11,93,38,.567,231,223,3,2.82,2.72,16.6,82.6,29.4,34.7,47.9
13,14,Montréal Canadiens,2008-09,82,41,30,0,11,93,34,.567,242,240,7,2.95,2.93,19.3,82.4,30.0,31.7,50.9
14,15,Columbus Blue Jackets,2008-09,82,41,31,0,10,92,35,.561,220,223,6,2.68,2.72,12.7,82.1,28.9,27.8,51.2
15,16,St. Louis Blues,2008-09,82,41,31,0,10,92,35,.561,227,227,6,2.77,2.77,20.5,83.8,27.7,28.5,49.1
16,17,Anaheim Ducks,2008-09,82,42,33,0,7,91,35,.555,238,235,7,2.90,2.87,23.6,79.7,30.3,30.5,49.8
17,18,Buffalo Sabres,2008-09,82,41,32,0,9,91,33,.555,242,229,8,2.95,2.79,20.9,81.8,30.5,31.4,47.4
18,19,Minnesota Wild,2008-09,82,40,33,0,9,89,35,.543,214,197,5,2.61,2.40,20.1,87.6,27.5,30.7,48.5
19,20,Nashville Predators,2008-09,82,40,34,0,8,88,34,.537,207,228,6,2.52,2.78,15.7,82.5,29.0,29.4,52.2
20,21,Edmonton Oilers,2008-09,82,38,35,0,9,85,32,.518,228,244,6,2.78,2.98,16.9,77.5,28.1,32.5,47.9
21,22,Dallas Stars,2008-09,82,36,35,0,11,83,30,.506,224,251,6,2.73,3.06,15.4,78.6,28.9,28.1,47.8
22,23,Ottawa Senators,2008-09,82,36,35,0,11,83,32,.506,213,231,4,2.60,2.82,19.5,81.5,29.3,28.5,51.8
23,24,Toronto Maple Leafs,2008-09,82,34,35,0,13,81,28,.494,244,286,6,2.98,3.49,18.8,74.7,31.7,30.3,50.1
24,25,Phoenix Coyotes,2008-09,82,36,39,0,7,79,33,.482,205,249,3,2.50,3.04,14.5,76.8,28.1,31.6,44.8
25,26,Los Angeles Kings,2008-09,82,34,37,0,11,79,29,.482,202,226,5,2.46,2.76,19.2,82.9,29.1,28.1,52.0
26,27,Atlanta Thrashers,2008-09,82,35,41,0,6,76,28,.463,250,279,7,3.05,3.40,19.3,75.9,28.1,32.7,51.1
27,28,Colorado Avalanche,2008-09,82,32,45,0,5,69,23,.421,190,253,9,2.32,3.09,15.7,79.9,28.8,29.0,47.8
28,29,Tampa Bay Lightning,2008-09,82,24,40,0,18,66,21,.402,207,269,3,2.52,3.28,17.8,78.0,28.5,32.9,50.1
29,30,New York Islanders,2008-09,82,26,47,0,9,61,23,.372,198,274,3,2.41,3.34,16.9,79.8,28.9,33.5,45.7
