,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Detroit Red Wings,2005-06,82,58,16,0,8,124,54,.756,301,206,4,3.67,2.51,22.1,85.5,34.1,26.6,52.8
1,2,Ottawa Senators,2005-06,82,52,21,0,9,113,50,.689,312,205,2,3.80,2.50,20.8,84.7,34.3,28.6,50.3
2,3,Dallas Stars,2005-06,82,53,23,0,6,112,41,.683,253,217,12,3.09,2.65,17.7,83.7,28.5,25.6,50.3
3,4,Carolina Hurricanes,2005-06,82,52,22,0,8,112,44,.683,286,258,8,3.49,3.15,17.9,81.8,31.1,30.5,51.7
4,5,Buffalo Sabres,2005-06,82,52,24,0,6,110,47,.671,276,234,5,3.37,2.85,21.2,86.6,30.6,30.5,49.7
5,6,Nashville Predators,2005-06,82,49,25,0,8,106,43,.646,253,224,6,3.09,2.73,18.4,84.6,29.0,32.5,53.8
6,7,Calgary Flames,2005-06,82,46,25,0,11,103,44,.628,216,193,2,2.63,2.35,18.2,84.3,28.0,27.6,50.4
7,8,New Jersey Devils,2005-06,82,46,27,0,9,101,37,.616,233,225,9,2.84,2.74,17.8,81.9,29.2,29.3,49.5
8,9,Philadelphia Flyers,2005-06,82,45,26,0,11,101,41,.616,263,253,4,3.21,3.09,18.0,79.1,31.1,28.9,49.5
9,10,New York Rangers,2005-06,82,44,26,0,12,100,37,.610,250,211,7,3.05,2.57,18.9,83.7,29.9,28.8,47.5
10,11,San Jose Sharks,2005-06,82,44,27,0,11,99,43,.604,265,235,1,3.23,2.87,18.2,80.7,30.3,26.6,48.4
11,12,Anaheim Ducks,2005-06,82,43,27,0,12,98,40,.598,251,222,3,3.06,2.71,18.1,83.5,31.5,29.6,50.7
12,13,Colorado Avalanche,2005-06,82,43,30,0,9,95,40,.579,280,251,3,3.41,3.06,18.8,84.6,30.0,29.5,48.1
13,14,Edmonton Oilers,2005-06,82,41,28,0,13,95,34,.579,249,242,7,3.04,2.95,18.1,84.1,29.8,25.5,53.4
14,15,Montréal Canadiens,2005-06,82,42,31,0,9,93,40,.567,241,244,2,2.94,2.98,19.2,81.1,30.1,30.6,49.3
15,16,Tampa Bay Lightning,2005-06,82,43,33,0,6,92,37,.561,246,256,6,3.00,3.12,16.7,81.5,31.6,27.6,50.1
16,17,Vancouver Canucks,2005-06,82,42,32,0,8,92,38,.561,252,251,4,3.07,3.06,18.3,81.8,28.8,30.1,48.1
17,18,Atlanta Thrashers,2005-06,82,41,33,0,8,90,36,.549,276,270,5,3.37,3.29,18.9,79.2,30.8,30.3,50.1
18,19,Toronto Maple Leafs,2005-06,82,41,33,0,8,90,38,.549,254,263,3,3.10,3.21,21.3,80.0,28.3,30.6,51.6
19,20,Los Angeles Kings,2005-06,82,42,35,0,5,89,36,.543,243,269,6,2.96,3.28,14.2,78.7,29.2,30.0,49.9
20,21,Florida Panthers,2005-06,82,37,34,0,11,85,33,.518,236,252,4,2.88,3.07,15.3,82.3,33.2,34.8,50.7
21,22,Minnesota Wild,2005-06,82,38,36,0,8,84,33,.512,226,212,5,2.76,2.59,17.0,87.4,26.8,30.0,48.3
22,23,Phoenix Coyotes,2005-06,82,38,39,0,5,81,34,.494,242,268,4,2.95,3.27,17.7,80.9,28.3,30.2,49.2
23,24,New York Islanders,2005-06,82,36,40,0,6,78,27,.476,221,275,9,2.70,3.35,16.9,79.2,30.3,31.1,48.7
24,25,Columbus Blue Jackets,2005-06,82,35,43,0,4,74,27,.451,215,276,8,2.62,3.37,14.2,81.8,27.4,33.7,49.4
25,26,Boston Bruins,2005-06,82,29,37,0,16,74,27,.451,228,258,2,2.78,3.15,14.8,83.7,30.6,32.1,52.0
26,27,Washington Capitals,2005-06,82,29,41,0,12,70,22,.427,230,300,7,2.80,3.66,14.7,78.9,29.8,35.1,50.4
27,28,Chicago Blackhawks,2005-06,82,26,43,0,13,65,24,.396,209,279,2,2.55,3.40,12.2,83.9,30.2,29.5,48.9
28,29,Pittsburgh Penguins,2005-06,82,22,46,0,14,58,21,.354,243,310,1,2.96,3.78,19.0,78.8,28.0,33.2,45.9
29,30,St. Louis Blues,2005-06,82,21,46,0,15,57,17,.348,193,284,4,2.35,3.46,14.6,82.2,28.5,30.6,50.6
