,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,New York Islanders,1978-79,80,51,15,14,,116,0,.725,358,214,0,4.47,2.67,31.1,80.2,28.8,28.9,--
1,2,Montréal Canadiens,1978-79,80,52,17,11,,115,0,.719,337,204,0,4.21,2.55,28.3,83.6,32.2,25.4,--
2,3,Boston Bruins,1978-79,80,43,23,14,,100,0,.625,316,270,0,3.95,3.38,23.6,74.6,28.1,24.8,--
3,4,Philadelphia Flyers,1978-79,80,40,25,15,,95,0,.594,281,248,0,3.51,3.10,25.4,79.0,31.7,25.6,--
4,5,New York Rangers,1978-79,80,40,29,11,,91,0,.569,316,292,0,3.95,3.65,23.9,74.7,30.9,27.8,--
5,6,Atlanta Flames,1978-79,80,41,31,8,,90,0,.563,327,280,0,4.09,3.50,23.5,80.7,28.3,29.4,--
6,7,Buffalo Sabres,1978-79,80,36,28,16,,88,0,.550,280,263,0,3.50,3.29,20.6,78.7,30.0,29.9,--
7,8,Pittsburgh Penguins,1978-79,80,36,31,13,,85,0,.531,281,279,0,3.51,3.49,21.4,77.2,32.3,30.9,--
8,9,Toronto Maple Leafs,1978-79,80,34,33,13,,81,0,.506,267,252,0,3.34,3.15,25.4,78.8,30.5,31.5,--
9,10,Los Angeles Kings,1978-79,80,34,34,12,,80,0,.500,292,286,0,3.65,3.58,24.3,77.6,30.3,29.4,--
10,11,Chicago Blackhawks,1978-79,80,29,36,15,,73,0,.456,244,277,0,3.05,3.46,16.6,76.4,28.1,34.2,--
11,12,Minnesota North Stars,1978-79,80,28,40,12,,68,0,.425,257,289,0,3.21,3.61,21.8,79.3,30.6,28.6,--
12,13,Vancouver Canucks,1978-79,80,25,42,13,,63,0,.394,217,291,0,2.71,3.64,19.0,80.6,27.1,30.8,--
13,14,Washington Capitals,1978-79,80,24,41,15,,63,0,.394,273,338,0,3.41,4.22,18.9,69.7,28.5,31.6,--
14,15,Detroit Red Wings,1978-79,80,23,41,16,,62,0,.388,252,295,0,3.15,3.69,23.8,77.4,28.4,28.3,--
15,16,St. Louis Blues,1978-79,80,18,50,12,,48,0,.300,249,348,0,3.11,4.35,17.3,74.5,26.6,31.6,--
16,17,Colorado Rockies,1978-79,80,15,53,12,,42,0,.263,210,331,0,2.63,4.14,22.5,70.6,27.3,31.0,--
