,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Philadelphia Flyers,1974-75,80,51,18,11,,113,0,.706,293,181,0,3.66,2.26,--,--,33.7,25.3,--
1,2,Buffalo Sabres,1974-75,80,49,16,15,,113,0,.706,354,240,0,4.42,3.00,--,--,37.0,26.1,--
2,3,Montréal Canadiens,1974-75,80,47,14,19,,113,0,.706,374,225,0,4.67,2.81,--,--,31.9,28.4,--
3,4,Los Angeles Kings,1974-75,80,42,17,21,,105,0,.656,269,185,0,3.36,2.31,--,--,29.3,29.8,--
4,5,Boston Bruins,1974-75,80,40,26,14,,94,0,.588,345,245,0,4.31,3.06,--,--,34.9,27.9,--
5,6,Pittsburgh Penguins,1974-75,80,37,28,15,,89,0,.556,326,289,0,4.08,3.61,--,--,34.5,33.9,--
6,7,New York Rangers,1974-75,80,37,29,14,,88,0,.550,319,276,0,3.99,3.45,--,--,33.9,27.9,--
7,8,New York Islanders,1974-75,80,33,25,22,,88,0,.550,264,221,0,3.30,2.76,--,--,29.6,29.3,--
8,9,Vancouver Canucks,1974-75,80,38,32,10,,86,0,.538,271,254,0,3.39,3.17,--,--,30.4,29.0,--
9,10,St. Louis Blues,1974-75,80,35,31,14,,84,0,.525,269,267,0,3.36,3.34,--,--,31.2,30.6,--
10,11,Atlanta Flames,1974-75,80,34,31,15,,83,0,.519,243,233,0,3.04,2.91,--,--,28.4,31.9,--
11,12,Chicago Blackhawks,1974-75,80,37,35,8,,82,0,.513,268,241,0,3.35,3.01,--,--,30.9,28.9,--
12,13,Toronto Maple Leafs,1974-75,80,31,33,16,,78,0,.488,280,309,0,3.50,3.86,--,--,34.2,32.0,--
13,14,Detroit Red Wings,1974-75,80,23,45,12,,58,0,.363,259,335,0,3.24,4.19,--,--,29.3,31.1,--
14,15,Minnesota North Stars,1974-75,80,23,50,7,,53,0,.331,221,341,0,2.76,4.26,--,--,27.5,35.1,--
15,16,California Golden Seals,1974-75,80,19,48,13,,51,0,.319,212,316,0,2.65,3.95,--,--,26.9,33.8,--
16,17,Kansas City Scouts,1974-75,80,15,54,11,,41,0,.256,184,328,0,2.30,4.10,--,--,27.8,35.1,--
17,18,Washington Capitals,1974-75,80,8,67,5,,21,0,.131,181,446,0,2.26,5.58,--,--,23.1,38.3,--
