,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Washington Capitals,2009-10,82,54,15,0,13,121,49,.738,313,227,5,3.82,2.77,25.2,78.8,32.8,30.9,51.5
1,2,San Jose Sharks,2009-10,82,51,20,0,11,113,44,.689,257,209,7,3.13,2.55,21.0,85.0,31.7,31.4,55.6
2,3,Chicago Blackhawks,2009-10,82,52,22,0,8,112,43,.683,262,203,9,3.20,2.48,17.7,85.3,34.1,25.1,52.4
3,4,Phoenix Coyotes,2009-10,82,50,25,0,7,107,36,.652,211,196,14,2.57,2.39,14.6,84.5,30.5,29.6,50.0
4,5,Vancouver Canucks,2009-10,82,49,28,0,5,103,45,.628,268,218,4,3.27,2.66,20.9,81.6,30.9,29.5,51.4
5,6,New Jersey Devils,2009-10,82,48,27,0,7,103,42,.628,216,186,6,2.63,2.27,18.7,82.8,30.0,27.0,49.4
6,7,Detroit Red Wings,2009-10,82,44,24,0,14,102,38,.622,223,207,6,2.72,2.52,19.2,83.9,33.4,29.4,51.1
7,8,Pittsburgh Penguins,2009-10,82,47,28,0,7,101,39,.616,249,235,8,3.04,2.87,17.2,84.1,32.8,28.7,49.3
8,9,Los Angeles Kings,2009-10,82,46,27,0,9,101,36,.616,231,211,10,2.82,2.57,20.8,80.3,29.1,27.6,50.6
9,10,Nashville Predators,2009-10,82,47,29,0,6,100,39,.610,217,221,8,2.65,2.70,16.4,77.1,30.6,29.2,49.2
10,11,Buffalo Sabres,2009-10,82,45,27,0,10,100,41,.610,231,201,4,2.82,2.45,17.6,86.6,31.6,31.4,48.6
11,12,Colorado Avalanche,2009-10,82,43,30,0,9,95,36,.579,237,228,7,2.89,2.78,18.1,80.2,27.9,32.1,47.7
12,13,Ottawa Senators,2009-10,82,44,32,0,6,94,39,.573,220,233,5,2.68,2.84,16.9,84.3,29.7,28.5,49.3
13,14,Boston Bruins,2009-10,82,39,30,0,13,91,29,.555,196,191,10,2.39,2.33,16.6,86.4,31.7,29.8,52.6
14,15,Calgary Flames,2009-10,82,40,32,0,10,90,37,.549,201,203,3,2.45,2.48,16.0,82.3,28.7,28.9,48.0
15,16,St. Louis Blues,2009-10,82,40,32,0,10,90,33,.549,218,218,7,2.66,2.66,16.9,86.8,29.8,30.2,48.8
16,17,Anaheim Ducks,2009-10,82,39,32,0,11,89,34,.543,233,243,5,2.84,2.96,21.0,79.3,30.1,33.4,48.1
17,18,Philadelphia Flyers,2009-10,82,41,35,0,6,88,37,.537,232,222,4,2.83,2.71,21.4,83.0,31.6,28.6,50.1
18,19,Montréal Canadiens,2009-10,82,39,33,0,10,88,32,.537,210,218,7,2.56,2.66,21.8,83.0,28.6,32.1,49.7
19,20,Dallas Stars,2009-10,82,37,31,0,14,88,30,.537,230,244,7,2.80,2.98,18.6,77.4,30.8,31.2,48.1
20,21,New York Rangers,2009-10,82,38,33,0,11,87,35,.530,219,214,3,2.67,2.61,18.3,84.3,29.6,29.9,49.2
21,22,Minnesota Wild,2009-10,82,38,36,0,8,84,33,.512,214,239,5,2.61,2.91,19.1,82.7,27.6,29.5,52.2
22,23,Atlanta Thrashers,2009-10,82,35,34,0,13,83,31,.506,230,250,4,2.80,3.05,16.1,82.2,29.4,33.1,50.8
23,24,Carolina Hurricanes,2009-10,82,35,37,0,10,80,31,.488,226,251,4,2.76,3.06,16.9,80.6,29.3,31.4,48.1
24,25,Tampa Bay Lightning,2009-10,82,34,36,0,12,80,30,.488,213,253,4,2.60,3.09,19.3,80.0,28.9,31.4,51.5
25,26,New York Islanders,2009-10,82,34,37,0,11,79,26,.482,214,258,8,2.61,3.15,16.0,76.3,30.4,31.9,48.2
26,27,Columbus Blue Jackets,2009-10,82,32,35,0,15,79,30,.482,214,249,2,2.61,3.04,18.2,81.7,28.5,30.7,51.0
27,28,Florida Panthers,2009-10,82,32,37,0,13,77,26,.470,202,234,6,2.46,2.85,14.2,79.4,28.4,34.1,49.9
28,29,Toronto Maple Leafs,2009-10,82,30,38,0,14,74,26,.451,210,263,4,2.56,3.21,14.0,74.7,32.6,29.8,50.8
29,30,Edmonton Oilers,2009-10,82,27,47,0,8,62,19,.378,206,278,8,2.51,3.39,17.3,78.0,28.3,33.1,46.4
