,Index,Team,Season,GP,W,L,T,OT,P,ROW,P%,GF,GA,S/O Win,GF/GP,GA/GP,PP%,PK%,Shots/GP,SA/GP,FOW%
0,1,Boston Bruins,1982-83,80,50,20,10,,110,0,.688,327,228,0,4.09,2.85,22.8,80.4,30.9,24.8,--
1,2,Philadelphia Flyers,1982-83,80,49,23,8,,106,0,.663,326,240,0,4.08,3.00,21.7,81.8,34.5,26.4,--
2,3,Edmonton Oilers,1982-83,80,47,21,12,,106,0,.663,424,315,0,5.30,3.94,29.3,77.5,33.3,32.4,--
3,4,Chicago Blackhawks,1982-83,80,47,23,10,,104,0,.650,338,268,0,4.22,3.35,27.1,76.4,31.8,31.1,--
4,5,Montréal Canadiens,1982-83,80,42,24,14,,98,0,.613,350,286,0,4.38,3.58,22.7,74.4,32.9,29.1,--
5,6,New York Islanders,1982-83,80,42,26,12,,96,0,.600,302,226,0,3.77,2.83,25.9,83.7,30.4,30.0,--
6,7,Minnesota North Stars,1982-83,80,40,24,16,,96,0,.600,321,290,0,4.01,3.63,26.7,80.6,32.1,31.6,--
7,8,Washington Capitals,1982-83,80,39,25,16,,94,0,.588,306,283,0,3.83,3.54,21.1,81.4,30.6,28.7,--
8,9,Buffalo Sabres,1982-83,80,38,29,13,,89,0,.556,318,285,0,3.98,3.56,21.7,82.3,30.1,26.5,--
9,10,New York Rangers,1982-83,80,35,35,10,,80,0,.500,306,287,0,3.83,3.59,22.9,75.4,28.5,29.8,--
10,11,Quebec Nordiques,1982-83,80,34,34,12,,80,0,.500,343,336,0,4.29,4.20,20.5,73.4,28.9,32.5,--
11,12,Calgary Flames,1982-83,80,32,34,14,,78,0,.488,321,317,0,4.01,3.96,23.8,77.1,28.6,33.1,--
12,13,Vancouver Canucks,1982-83,80,30,35,15,,75,0,.469,303,309,0,3.79,3.86,27.0,80.3,30.1,30.8,--
13,14,Winnipeg Jets (1979),1982-83,80,33,39,8,,74,0,.463,311,333,0,3.89,4.16,23.0,73.1,31.8,31.6,--
14,15,Toronto Maple Leafs,1982-83,80,28,40,12,,68,0,.425,293,330,0,3.66,4.13,22.5,75.0,28.4,31.8,--
15,16,Los Angeles Kings,1982-83,80,27,41,12,,66,0,.413,308,365,0,3.85,4.56,24.3,68.6,33.5,30.6,--
16,17,St. Louis Blues,1982-83,80,25,40,15,,65,0,.406,285,316,0,3.56,3.95,21.3,81.3,31.3,31.2,--
17,18,Detroit Red Wings,1982-83,80,21,44,15,,57,0,.356,263,344,0,3.29,4.30,13.8,72.6,29.6,28.9,--
18,19,New Jersey Devils,1982-83,80,17,49,14,,48,0,.300,230,338,0,2.88,4.22,21.5,73.4,25.7,32.1,--
19,20,Hartford Whalers,1982-83,80,19,54,7,,45,0,.281,261,403,0,3.26,5.04,18.9,75.4,28.6,35.9,--
20,21,Pittsburgh Penguins,1982-83,80,18,53,9,,45,0,.281,257,394,0,3.21,4.92,22.5,72.5,30.2,32.7,--
